,compound_id,target_id,standard_type,standard_relation,standard_value,standard_units
4516849,CHEMBL24828,Q9H2K8,KD,>,10000.0,NM
4516851,CHEMBL24828,Q9H2G2,KD,=,95.0,NM
4516853,CHEMBL24828,Q9H2G2,KD,=,96.0,NM
4516854,CHEMBL24828,Q9H2G2,KD,=,95.0,NM
4516855,CHEMBL24828,Q9H1R3,KD,>,10000.0,NM
4516857,CHEMBL24828,Q9H1R3,KD,>,10000.0,NM
4516858,CHEMBL24828,Q9H1R3,KD,>,10000.0,NM
4516859,CHEMBL24828,Q9H0K1,KD,=,430.0,NM
4516861,CHEMBL24828,Q9H0K1,KD,=,430.0,NM
4516862,CHEMBL24828,Q9H093,KD,>,10000.0,NM
4516864,CHEMBL24828,Q9H093,KD,>,10000.0,NM
4516865,CHEMBL24828,Q9C098,KD,>,10000.0,NM
4516866,CHEMBL24828,Q9C098,KD,>,10000.0,NM
4516867,CHEMBL24828,Q9BZL6,KD,>,10000.0,NM
4516869,CHEMBL24828,Q9BZL6,KD,>,10000.0,NM
4516870,CHEMBL24828,Q9BYT3,KD,=,1400.0,NM
4516872,CHEMBL24828,Q9BYT3,KD,=,1400.0,NM
4516874,CHEMBL24828,Q9BXA7,KD,>,10000.0,NM
4516876,CHEMBL24828,Q9BXA7,KD,>,10000.0,NM
4516877,CHEMBL24828,Q9BX84,KD,>,10000.0,NM
4516878,CHEMBL24828,Q9BWU1,KD,>,10000.0,NM
4516879,CHEMBL24828,Q9BWU1,KD,>,10000.0,NM
4516880,CHEMBL24828,Q9BVS4,KD,>,10000.0,NM
4516882,CHEMBL24828,Q9BUB5,KD,=,360.0,NM
4516883,CHEMBL24828,Q9BUB5,KD,=,360.0,NM
4516884,CHEMBL24828,Q9BRS2,KD,>,10000.0,NM
4516885,CHEMBL24828,Q9BRS2,KD,>,10000.0,NM
4516886,CHEMBL24828,Q9BQI3,KD,>,10000.0,NM
4516888,CHEMBL24828,Q99759,KD,>,10000.0,NM
4516890,CHEMBL24828,Q99755,KD,>,10000.0,NM
4516891,CHEMBL24828,Q99755,KD,>,10000.0,NM
4516892,CHEMBL24828,Q99683,KD,>,10000.0,NM
4516894,CHEMBL24828,Q99683,KD,>,10000.0,NM
4516895,CHEMBL24828,Q99683,KD,>,10000.0,NM
4516896,CHEMBL24828,Q99640,KD,>,10000.0,NM
4516897,CHEMBL24828,Q99640,KD,>,10000.0,NM
4516898,CHEMBL24828,Q99640,KD,>,10000.0,NM
4516899,CHEMBL24828,Q96SB4,KD,>,10000.0,NM
4516901,CHEMBL24828,Q96SB4,KD,>,10000.0,NM
4516902,CHEMBL24828,Q96RR4,KD,>,10000.0,NM
4516904,CHEMBL24828,Q96RR4,KD,>,10000.0,NM
4516905,CHEMBL24828,Q96RR4,KD,>,10000.0,NM
4516907,CHEMBL24828,Q96Q40,KD,>,10000.0,NM
4516908,CHEMBL24828,Q96PY6,KD,>,10000.0,NM
4516910,CHEMBL24828,Q96PY6,KD,>,10000.0,NM
4516912,CHEMBL24828,Q96NX5,KD,>,10000.0,NM
4516914,CHEMBL24828,Q96NX5,KD,>,10000.0,NM
4516915,CHEMBL24828,Q96NX5,KD,>,10000.0,NM
4516916,CHEMBL24828,Q96L34,KD,>,10000.0,NM
4516918,CHEMBL24828,Q96L34,KD,>,10000.0,NM
4516921,CHEMBL24828,Q96GD4,KD,>,10000.0,NM
4516923,CHEMBL24828,Q96GD4,KD,>,10000.0,NM
4516927,CHEMBL24828,Q96D53,KD,=,1700.0,NM
4516928,CHEMBL24828,Q96D53,KD,=,1700.0,NM
4516929,CHEMBL24828,Q96BR1,KD,>,10000.0,NM
4516931,CHEMBL24828,Q92918,KD,=,5500.0,NM
4516932,CHEMBL24828,Q92918,KD,>,10000.0,NM
4516933,CHEMBL24828,Q92772,KD,>,10000.0,NM
4516934,CHEMBL24828,Q92630,KD,>,10000.0,NM
4516937,CHEMBL24828,Q8WXR4,KD,>,10000.0,NM
4516938,CHEMBL24828,Q8WXR4,KD,>,10000.0,NM
4516939,CHEMBL24828,Q8WU08,KD,=,5000.0,NM
4516940,CHEMBL24828,Q8WTQ7,KD,>,10000.0,NM
4516942,CHEMBL24828,Q8TDX7,KD,>,10000.0,NM
4516944,CHEMBL24828,Q8TDX7,KD,>,10000.0,NM
4516945,CHEMBL24828,Q8TDR2,KD,=,56.0,NM
4516946,CHEMBL24828,Q8TDC3,KD,>,10000.0,NM
4516948,CHEMBL24828,Q8TDC3,KD,>,10000.0,NM
4516949,CHEMBL24828,Q8TD19,KD,>,10000.0,NM
4516951,CHEMBL24828,Q8TD19,KD,>,10000.0,NM
4516952,CHEMBL24828,Q8TD19,KD,>,10000.0,NM
4516953,CHEMBL24828,Q8TD08,KD,>,10000.0,NM
4516954,CHEMBL24828,Q8TD08,KD,>,10000.0,NM
4516955,CHEMBL24828,Q8TBX8,KD,>,10000.0,NM
4516956,CHEMBL24828,Q8NI60,KD,=,4500.0,NM
4516957,CHEMBL24828,Q8NI60,KD,=,4500.0,NM
4516958,CHEMBL24828,Q8NG66,KD,>,10000.0,NM
4516960,CHEMBL24828,Q8NFD2,KD,>,10000.0,NM
4516961,CHEMBL24828,Q8NFD2,KD,>,10000.0,NM
4516962,CHEMBL24828,Q8NEV4,KD,>,10000.0,NM
4516963,CHEMBL24828,Q8NEV4,KD,>,10000.0,NM
4516964,CHEMBL24828,Q8NE63,KD,>,10000.0,NM
4516966,CHEMBL24828,Q8N752,KD,>,10000.0,NM
4516967,CHEMBL24828,Q8N752,KD,>,10000.0,NM
4516968,CHEMBL24828,Q8N5S9,KD,>,10000.0,NM
4516970,CHEMBL24828,Q8N5S9,KD,>,10000.0,NM
4516971,CHEMBL24828,Q8N5S9,KD,>,10000.0,NM
4516972,CHEMBL24828,Q8N568,KD,>,10000.0,NM
4516974,CHEMBL24828,Q8N568,KD,>,10000.0,NM
4516975,CHEMBL24828,Q8N4C8,KD,=,3400.0,NM
4516977,CHEMBL24828,Q8IYT8,KD,>,10000.0,NM
4516979,CHEMBL24828,Q8IY84,KD,>,10000.0,NM
4516980,CHEMBL24828,Q8IWQ3,KD,>,10000.0,NM
4516982,CHEMBL24828,Q8IWQ3,KD,>,10000.0,NM
4516983,CHEMBL24828,Q8IW41,KD,>,10000.0,NM
4516985,CHEMBL24828,Q8IW41,KD,>,10000.0,NM
4516986,CHEMBL24828,Q8IVW4,KD,>,10000.0,NM
4516987,CHEMBL24828,Q8IVH8,KD,=,1500.0,NM
4516988,CHEMBL24828,Q8IVH8,KD,=,1500.0,NM
4516989,CHEMBL24828,Q8IU85,KD,>,10000.0,NM
4516992,CHEMBL24828,Q8IU85,KD,>,10000.0,NM
4516993,CHEMBL24828,Q8IU85,KD,>,10000.0,NM
4516995,CHEMBL24828,Q86Z02,KD,>,10000.0,NM
4516997,CHEMBL24828,Q86YV6,KD,>,10000.0,NM
4516998,CHEMBL24828,Q86YV6,KD,>,10000.0,NM
4516999,CHEMBL24828,Q86Y07,KD,>,10000.0,NM
4517000,CHEMBL24828,Q86V86,KD,>,10000.0,NM
4517002,CHEMBL24828,Q86V86,KD,>,10000.0,NM
4517003,CHEMBL24828,Q86UX6,KD,>,10000.0,NM
4517004,CHEMBL24828,Q86UX6,KD,>,10000.0,NM
4517005,CHEMBL24828,Q86UE8,KD,>,10000.0,NM
4517006,CHEMBL24828,Q86UE8,KD,>,10000.0,NM
4517008,CHEMBL24828,Q7L7X3,KD,>,10000.0,NM
4517012,CHEMBL24828,Q7KZI7,KD,>,10000.0,NM
4517014,CHEMBL24828,Q7KZI7,KD,>,10000.0,NM
4517015,CHEMBL24828,Q7KZI7,KD,>,10000.0,NM
4517016,CHEMBL24828,Q6ZN16,KD,>,10000.0,NM
4517017,CHEMBL24828,Q6XUX3,KD,>,10000.0,NM
4517019,CHEMBL24828,Q6PHR2,KD,=,6400.0,NM
4517021,CHEMBL24828,Q6P3R8,KD,>,10000.0,NM
4517022,CHEMBL24828,Q6P3R8,KD,>,10000.0,NM
4517023,CHEMBL24828,Q6DT37,KD,=,2200.0,NM
4517024,CHEMBL24828,Q6DT37,KD,=,2200.0,NM
4517027,CHEMBL24828,Q5VT25,KD,=,2600.0,NM
4517029,CHEMBL24828,Q5VT25,KD,=,2600.0,NM
4517032,CHEMBL24828,Q5S007,KD,>,10000.0,NM
4517033,CHEMBL24828,Q5S007,KD,>,10000.0,NM
4517035,CHEMBL24828,Q59H18,KD,=,2800.0,NM
4517036,CHEMBL24828,Q59H18,KD,=,2800.0,NM
4517037,CHEMBL24828,Q56UN5,KD,=,980.0,NM
4517038,CHEMBL24828,Q52WX2,KD,>,10000.0,NM
4517039,CHEMBL24828,Q3U3Q1,KD,>,10000.0,NM
4517040,CHEMBL24828,Q32MK0,KD,>,10000.0,NM
4517041,CHEMBL24828,Q2M2I8,KD,>,10000.0,NM
4517042,CHEMBL24828,Q2M2I8,KD,>,10000.0,NM
4517043,CHEMBL24828,Q2M2I8,KD,>,10000.0,NM
4517044,CHEMBL24828,Q16832,KD,=,320.0,NM
4517046,CHEMBL24828,Q16832,KD,=,320.0,NM
4517047,CHEMBL24828,Q16816,KD,=,1100.0,NM
4517049,CHEMBL24828,Q16816,KD,=,7100.0,NM
4517050,CHEMBL24828,Q16816,KD,=,1100.0,NM
4517051,CHEMBL24828,Q16659,KD,=,1500.0,NM
4517052,CHEMBL24828,Q16659,KD,=,1500.0,NM
4517054,CHEMBL24828,Q16620,KD,>,10000.0,NM
4517057,CHEMBL24828,Q16620,KD,>,10000.0,NM
4517059,CHEMBL24828,Q16584,KD,>,10000.0,NM
4517061,CHEMBL24828,Q16584,KD,>,10000.0,NM
4517062,CHEMBL24828,Q16566,KD,>,10000.0,NM
4517064,CHEMBL24828,Q16566,KD,>,10000.0,NM
4517065,CHEMBL24828,Q16539,KD,>,10000.0,NM
4517068,CHEMBL24828,Q16539,KD,>,10000.0,NM
4517069,CHEMBL24828,Q16539,KD,>,10000.0,NM
4517071,CHEMBL24828,Q16513,KD,>,10000.0,NM
4517073,CHEMBL24828,Q16513,KD,>,10000.0,NM
4517074,CHEMBL24828,Q16512,KD,>,10000.0,NM
4517076,CHEMBL24828,Q16512,KD,>,10000.0,NM
4517077,CHEMBL24828,Q16288,KD,>,10000.0,NM
4517080,CHEMBL24828,Q16288,KD,>,10000.0,NM
4517082,CHEMBL24828,Q15835,KD,>,10000.0,NM
4517083,CHEMBL24828,Q15831,KD,>,10000.0,NM
4517085,CHEMBL24828,Q15831,KD,>,10000.0,NM
4517086,CHEMBL24828,Q15759,KD,>,10000.0,NM
4517088,CHEMBL24828,Q15759,KD,>,10000.0,NM
4517089,CHEMBL24828,Q15759,KD,>,10000.0,NM
4517090,CHEMBL24828,Q15746,KD,>,10000.0,NM
4517092,CHEMBL24828,Q15746,KD,>,10000.0,NM
4517093,CHEMBL24828,Q15569,KD,=,3700.0,NM
4517094,CHEMBL24828,Q15569,KD,=,3700.0,NM
4517095,CHEMBL24828,Q15418,KD,=,400.0,NM
4517096,CHEMBL24828,Q15418,KD,>,10000.0,NM
4517098,CHEMBL24828,Q15418,KD,=,400.0,NM
4517099,CHEMBL24828,Q15418,KD,>,10000.0,NM
4517100,CHEMBL24828,Q15375,KD,=,2400.0,NM
4517102,CHEMBL24828,Q15375,KD,=,3400.0,NM
4517103,CHEMBL24828,Q15375,KD,=,2400.0,NM
4517105,CHEMBL24828,Q15349,KD,>,10000.0,NM
4517106,CHEMBL24828,Q15349,KD,>,10000.0,NM
4517107,CHEMBL24828,Q15349,KD,>,10000.0,NM
4517108,CHEMBL24828,Q15349,KD,>,10000.0,NM
4517109,CHEMBL24828,Q15349,KD,>,10000.0,NM
4517110,CHEMBL24828,Q15303,KD,=,480.0,NM
4517112,CHEMBL24828,Q15208,KD,>,10000.0,NM
4517114,CHEMBL24828,Q15139,KD,>,10000.0,NM
4517116,CHEMBL24828,Q15139,KD,>,10000.0,NM
4517117,CHEMBL24828,Q14680,KD,>,10000.0,NM
4517119,CHEMBL24828,Q14680,KD,>,10000.0,NM
4517120,CHEMBL24828,Q14289,KD,>,10000.0,NM
4517122,CHEMBL24828,Q14289,KD,>,10000.0,NM
4517123,CHEMBL24828,Q14164,KD,>,10000.0,NM
4517126,CHEMBL24828,Q14164,KD,>,10000.0,NM
4517128,CHEMBL24828,Q14012,KD,>,10000.0,NM
4517129,CHEMBL24828,Q14012,KD,>,10000.0,NM
4517130,CHEMBL24828,Q14012,KD,>,10000.0,NM
4517131,CHEMBL24828,Q14004,KD,>,10000.0,NM
4517132,CHEMBL24828,Q13976,KD,>,10000.0,NM
4517133,CHEMBL24828,Q13976,KD,>,10000.0,NM
4517134,CHEMBL24828,Q13882,KD,=,160.0,NM
4517136,CHEMBL24828,Q13882,KD,=,33.0,NM
4517137,CHEMBL24828,Q13882,KD,=,160.0,NM
4517139,CHEMBL24828,Q13873,KD,>,10000.0,NM
4517140,CHEMBL24828,Q13873,KD,>,10000.0,NM
4517141,CHEMBL24828,Q13705,KD,>,10000.0,NM
4517142,CHEMBL24828,Q13705,KD,>,10000.0,NM
4517143,CHEMBL24828,Q13627,KD,>,10000.0,NM
4517147,CHEMBL24828,Q13557,KD,>,10000.0,NM
4517149,CHEMBL24828,Q13557,KD,>,10000.0,NM
4517150,CHEMBL24828,Q13557,KD,>,10000.0,NM
4517151,CHEMBL24828,Q13555,KD,>,10000.0,NM
4517153,CHEMBL24828,Q13555,KD,>,10000.0,NM
4517154,CHEMBL24828,Q13555,KD,>,10000.0,NM
4517155,CHEMBL24828,Q13554,KD,>,10000.0,NM
4517157,CHEMBL24828,Q13554,KD,>,10000.0,NM
4517158,CHEMBL24828,Q13554,KD,>,10000.0,NM
4517159,CHEMBL24828,Q13546,KD,>,10000.0,NM
4517160,CHEMBL24828,Q13546,KD,>,10000.0,NM
4517161,CHEMBL24828,Q13523,KD,>,10000.0,NM
4517162,CHEMBL24828,Q13470,KD,>,10000.0,NM
4517163,CHEMBL24828,Q13470,KD,>,10000.0,NM
4517164,CHEMBL24828,Q13464,KD,>,10000.0,NM
4517168,CHEMBL24828,Q13237,KD,>,10000.0,NM
4517169,CHEMBL24828,Q13237,KD,>,10000.0,NM
4517170,CHEMBL24828,Q13233,KD,>,10000.0,NM
4517171,CHEMBL24828,Q13188,KD,>,10000.0,NM
4517173,CHEMBL24828,Q13188,KD,>,10000.0,NM
4517174,CHEMBL24828,Q13177,KD,>,10000.0,NM
4517176,CHEMBL24828,Q13177,KD,>,10000.0,NM
4517177,CHEMBL24828,Q13164,KD,>,10000.0,NM
4517178,CHEMBL24828,Q13164,KD,>,10000.0,NM
4517179,CHEMBL24828,Q13163,KD,=,49.0,NM
4517180,CHEMBL24828,Q13153,KD,>,10000.0,NM
4517182,CHEMBL24828,Q13153,KD,>,10000.0,NM
4517183,CHEMBL24828,Q13153,KD,>,10000.0,NM
4517184,CHEMBL24828,Q13131,KD,=,3000.0,NM
4517186,CHEMBL24828,Q13131,KD,=,10000.0,NM
4517187,CHEMBL24828,Q13131,KD,>,10000.0,NM
4517189,CHEMBL24828,Q13043,KD,>,10000.0,NM
4517191,CHEMBL24828,Q13043,KD,>,10000.0,NM
4517192,CHEMBL24828,Q13043,KD,>,10000.0,NM
4517193,CHEMBL24828,Q12866,KD,=,1400.0,NM
4517196,CHEMBL24828,Q12866,KD,=,1400.0,NM
4517197,CHEMBL24828,Q12866,KD,=,1400.0,NM
4517198,CHEMBL24828,Q12852,KD,>,10000.0,NM
4517199,CHEMBL24828,Q12851,KD,=,1600.0,NM
4517203,CHEMBL24828,Q09013,KD,>,10000.0,NM
4517205,CHEMBL24828,Q09013,KD,>,10000.0,NM
4517206,CHEMBL24828,Q08881,KD,>,10000.0,NM
4517208,CHEMBL24828,Q08881,KD,>,10000.0,NM
4517209,CHEMBL24828,Q08345,KD,=,11.0,NM
4517210,CHEMBL24828,Q08345,KD,=,11.0,NM
4517213,CHEMBL24828,Q07912,KD,>,10000.0,NM
4517216,CHEMBL24828,Q07912,KD,>,10000.0,NM
4517217,CHEMBL24828,Q07912,KD,>,10000.0,NM
4517219,CHEMBL24828,Q07002,KD,>,10000.0,NM
4517220,CHEMBL24828,Q07002,KD,>,10000.0,NM
4517221,CHEMBL24828,Q06418,KD,=,93.0,NM
4517224,CHEMBL24828,Q06418,KD,=,93.0,NM
4517227,CHEMBL24828,Q06418,KD,=,93.0,NM
4517229,CHEMBL24828,Q06187,KD,=,1700.0,NM
4517232,CHEMBL24828,Q06187,KD,>,10000.0,NM
4517233,CHEMBL24828,Q06187,KD,>,10000.0,NM
4517235,CHEMBL24828,Q05655,KD,>,10000.0,NM
4517236,CHEMBL24828,Q05655,KD,>,10000.0,NM
4517237,CHEMBL24828,Q05397,KD,>,10000.0,NM
4517240,CHEMBL24828,Q05397,KD,>,10000.0,NM
4517241,CHEMBL24828,Q05397,KD,>,10000.0,NM
4517243,CHEMBL24828,Q04912,KD,>,10000.0,NM
4517248,CHEMBL24828,Q04771,KD,=,150.0,NM
4517251,CHEMBL24828,Q04771,KD,=,150.0,NM
4517253,CHEMBL24828,Q04759,KD,>,10000.0,NM
4517255,CHEMBL24828,Q04759,KD,>,10000.0,NM
4517257,CHEMBL24828,Q02779,KD,>,10000.0,NM
4517259,CHEMBL24828,Q02779,KD,>,10000.0,NM
4517260,CHEMBL24828,Q02763,KD,=,1000.0,NM
4517264,CHEMBL24828,Q02763,KD,=,3600.0,NM
4517265,CHEMBL24828,Q02763,KD,=,1000.0,NM
4517266,CHEMBL24828,Q02750,KD,=,1800.0,NM
4517269,CHEMBL24828,Q02750,KD,=,1800.0,NM
4517271,CHEMBL24828,Q02156,KD,>,10000.0,NM
4517272,CHEMBL24828,Q02156,KD,>,10000.0,NM
4517275,CHEMBL24828,Q00537,KD,>,10000.0,NM
4517276,CHEMBL24828,Q00537,KD,>,10000.0,NM
4517277,CHEMBL24828,Q00536,KD,>,10000.0,NM
4517278,CHEMBL24828,Q00536,KD,>,10000.0,NM
4517279,CHEMBL24828,Q00536,KD,>,10000.0,NM
4517280,CHEMBL24828,Q00535,KD,>,10000.0,NM
4517284,CHEMBL24828,Q00535,KD,>,10000.0,NM
4517285,CHEMBL24828,Q00535,KD,>,10000.0,NM
4517288,CHEMBL24828,Q00532,KD,>,10000.0,NM
4517289,CHEMBL24828,Q00526,KD,>,10000.0,NM
4517291,CHEMBL24828,Q00526,KD,>,10000.0,NM
4517292,CHEMBL24828,P9WI81,KD,>,10000.0,NM
4517293,CHEMBL24828,P80192,KD,>,10000.0,NM
4517295,CHEMBL24828,P80192,KD,>,10000.0,NM
4517296,CHEMBL24828,P78368,KD,>,10000.0,NM
4517298,CHEMBL24828,P78368,KD,>,10000.0,NM
4517299,CHEMBL24828,P78368,KD,>,10000.0,NM
4517300,CHEMBL24828,P78362,KD,>,10000.0,NM
4517302,CHEMBL24828,P78362,KD,>,10000.0,NM
4517303,CHEMBL24828,P78356,KD,>,10000.0,NM
4517304,CHEMBL24828,P78356,KD,>,10000.0,NM
4517305,CHEMBL24828,P68400,KD,>,10000.0,NM
4517306,CHEMBL24828,P68400,KD,>,10000.0,NM
4517307,CHEMBL24828,P68370,KD,=,480.0,NM
4517309,CHEMBL24828,P62344,KD,>,10000.0,NM
4517310,CHEMBL24828,P61075,KD,>,10000.0,NM
4517311,CHEMBL24828,P57078,KD,=,620.0,NM
4517312,CHEMBL24828,P57059,KD,=,1900.0,NM
4517313,CHEMBL24828,P57059,KD,=,1900.0,NM
4517314,CHEMBL24828,P57058,KD,=,4100.0,NM
4517315,CHEMBL24828,P54764,KD,=,1600.0,NM
4517317,CHEMBL24828,P54764,KD,=,4300.0,NM
4517318,CHEMBL24828,P54764,KD,=,1600.0,NM
4517319,CHEMBL24828,P54762,KD,=,290.0,NM
4517321,CHEMBL24828,P54762,KD,=,540.0,NM
4517322,CHEMBL24828,P54762,KD,=,290.0,NM
4517323,CHEMBL24828,P54760,KD,=,520.0,NM
4517325,CHEMBL24828,P54760,KD,=,2600.0,NM
4517326,CHEMBL24828,P54760,KD,=,520.0,NM
4517327,CHEMBL24828,P54756,KD,=,240.0,NM
4517329,CHEMBL24828,P54756,KD,=,310.0,NM
4517330,CHEMBL24828,P54756,KD,=,240.0,NM
4517331,CHEMBL24828,P54753,KD,>,10000.0,NM
4517333,CHEMBL24828,P54753,KD,>,10000.0,NM
4517334,CHEMBL24828,P54646,KD,>,10000.0,NM
4517335,CHEMBL24828,P54646,KD,>,10000.0,NM
4517336,CHEMBL24828,P53779,KD,>,10000.0,NM
4517338,CHEMBL24828,P53779,KD,>,10000.0,NM
4517339,CHEMBL24828,P53779,KD,>,10000.0,NM
4517340,CHEMBL24828,P53778,KD,>,10000.0,NM
4517341,CHEMBL24828,P53778,KD,>,10000.0,NM
4517342,CHEMBL24828,P53778,KD,>,10000.0,NM
4517343,CHEMBL24828,P53671,KD,>,10000.0,NM
4517344,CHEMBL24828,P53671,KD,>,10000.0,NM
4517345,CHEMBL24828,P53667,KD,>,10000.0,NM
4517348,CHEMBL24828,P53667,KD,>,10000.0,NM
4517349,CHEMBL24828,P53667,KD,>,10000.0,NM
4517351,CHEMBL24828,P53355,KD,>,10000.0,NM
4517353,CHEMBL24828,P53355,KD,>,10000.0,NM
4517354,CHEMBL24828,P53350,KD,>,10000.0,NM
4517356,CHEMBL24828,P53350,KD,>,10000.0,NM
4517358,CHEMBL24828,P52564,KD,>,10000.0,NM
4517359,CHEMBL24828,P52564,KD,>,10000.0,NM
4517360,CHEMBL24828,P52333,KD,>,10000.0,NM
4517363,CHEMBL24828,P52333,KD,>,10000.0,NM
4517365,CHEMBL24828,P51957,KD,>,10000.0,NM
4517367,CHEMBL24828,P51956,KD,>,10000.0,NM
4517369,CHEMBL24828,P51955,KD,>,10000.0,NM
4517372,CHEMBL24828,P51955,KD,>,10000.0,NM
4517373,CHEMBL24828,P51955,KD,>,10000.0,NM
4517375,CHEMBL24828,P51817,KD,>,10000.0,NM
4517378,CHEMBL24828,P51817,KD,>,10000.0,NM
4517380,CHEMBL24828,P51813,KD,>,10000.0,NM
4517382,CHEMBL24828,P51813,KD,>,10000.0,NM
4517383,CHEMBL24828,P51813,KD,>,10000.0,NM
4517384,CHEMBL24828,P51812,KD,>,10000.0,NM
4517387,CHEMBL24828,P51812,KD,>,10000.0,NM
4517388,CHEMBL24828,P51812,KD,>,10000.0,NM
4517390,CHEMBL24828,P51617,KD,=,1200.0,NM
4517392,CHEMBL24828,P51451,KD,=,66.0,NM
4517394,CHEMBL24828,P51451,KD,=,66.0,NM
4517397,CHEMBL24828,P50750,KD,>,10000.0,NM
4517401,CHEMBL24828,P50750,KD,>,10000.0,NM
4517403,CHEMBL24828,P50613,KD,=,4100.0,NM
4517406,CHEMBL24828,P50613,KD,>,10000.0,NM
4517408,CHEMBL24828,P49841,KD,>,10000.0,NM
4517411,CHEMBL24828,P49841,KD,>,10000.0,NM
4517413,CHEMBL24828,P49840,KD,>,10000.0,NM
4517416,CHEMBL24828,P49840,KD,>,10000.0,NM
4517418,CHEMBL24828,P49761,KD,>,10000.0,NM
4517420,CHEMBL24828,P49761,KD,>,10000.0,NM
4517421,CHEMBL24828,P49761,KD,>,10000.0,NM
4517422,CHEMBL24828,P49760,KD,>,10000.0,NM
4517425,CHEMBL24828,P49760,KD,>,10000.0,NM
4517426,CHEMBL24828,P49760,KD,>,10000.0,NM
4517428,CHEMBL24828,P49759,KD,>,10000.0,NM
4517430,CHEMBL24828,P49759,KD,>,10000.0,NM
4517431,CHEMBL24828,P49759,KD,>,10000.0,NM
4517432,CHEMBL24828,P49674,KD,=,3000.0,NM
4517433,CHEMBL24828,P49674,KD,=,1500.0,NM
4517434,CHEMBL24828,P49674,KD,=,3000.0,NM
4517435,CHEMBL24828,P49336,KD,>,10000.0,NM
4517437,CHEMBL24828,P49336,KD,>,10000.0,NM
4517439,CHEMBL24828,P49137,KD,>,10000.0,NM
4517441,CHEMBL24828,P49137,KD,>,10000.0,NM
4517443,CHEMBL24828,P48736,KD,>,10000.0,NM
4517444,CHEMBL24828,P48730,KD,>,10000.0,NM
4517445,CHEMBL24828,P48730,KD,>,10000.0,NM
4517446,CHEMBL24828,P48729,KD,>,10000.0,NM
4517449,CHEMBL24828,P46734,KD,>,10000.0,NM
4517450,CHEMBL24828,P46734,KD,>,10000.0,NM
4517451,CHEMBL24828,P45985,KD,>,10000.0,NM
4517452,CHEMBL24828,P45985,KD,>,10000.0,NM
4517453,CHEMBL24828,P45984,KD,>,10000.0,NM
4517456,CHEMBL24828,P45984,KD,>,10000.0,NM
4517457,CHEMBL24828,P45984,KD,>,10000.0,NM
4517459,CHEMBL24828,P45983,KD,>,10000.0,NM
4517462,CHEMBL24828,P45983,KD,>,10000.0,NM
4517463,CHEMBL24828,P45983,KD,>,10000.0,NM
4517465,CHEMBL24828,P43405,KD,>,10000.0,NM
4517467,CHEMBL24828,P43405,KD,>,10000.0,NM
4517468,CHEMBL24828,P43405,KD,>,10000.0,NM
4517469,CHEMBL24828,P43403,KD,>,10000.0,NM
4517471,CHEMBL24828,P43403,KD,>,10000.0,NM
4517474,CHEMBL24828,P42685,KD,=,170.0,NM
4517476,CHEMBL24828,P42685,KD,=,480.0,NM
4517477,CHEMBL24828,P42685,KD,=,170.0,NM
4517478,CHEMBL24828,P42684,KD,=,69.0,NM
4517480,CHEMBL24828,P42684,KD,=,130.0,NM
4517481,CHEMBL24828,P42684,KD,=,69.0,NM
4517482,CHEMBL24828,P42681,KD,=,3700.0,NM
4517484,CHEMBL24828,P42681,KD,=,3700.0,NM
4517485,CHEMBL24828,P42680,KD,>,10000.0,NM
4517487,CHEMBL24828,P42680,KD,>,10000.0,NM
4517488,CHEMBL24828,P42679,KD,>,10000.0,NM
4517490,CHEMBL24828,P42345,KD,>,10000.0,NM
4517493,CHEMBL24828,P42338,KD,>,10000.0,NM
4517494,CHEMBL24828,P42336,KD,>,10000.0,NM
4517495,CHEMBL24828,P42336,KD,>,10000.0,NM
4517496,CHEMBL24828,P42336,KD,>,10000.0,NM
4517497,CHEMBL24828,P42336,KD,>,10000.0,NM
4517498,CHEMBL24828,P42336,KD,>,10000.0,NM
4517499,CHEMBL24828,P42336,KD,>,10000.0,NM
4517500,CHEMBL24828,P42336,KD,>,10000.0,NM
4517501,CHEMBL24828,P42336,KD,>,10000.0,NM
4517502,CHEMBL24828,P42336,KD,>,10000.0,NM
4517503,CHEMBL24828,P42336,KD,>,10000.0,NM
4517504,CHEMBL24828,P42336,KD,>,10000.0,NM
4517505,CHEMBL24828,P42336,KD,>,10000.0,NM
4517506,CHEMBL24828,P41743,KD,>,10000.0,NM
4517508,CHEMBL24828,P41240,KD,=,2500.0,NM
4517510,CHEMBL24828,P41240,KD,=,3700.0,NM
4517511,CHEMBL24828,P41240,KD,=,2500.0,NM
4517512,CHEMBL24828,P37173,KD,>,10000.0,NM
4517514,CHEMBL24828,P37173,KD,>,10000.0,NM
4517515,CHEMBL24828,P37023,KD,=,470.0,NM
4517517,CHEMBL24828,P37023,KD,=,470.0,NM
4517518,CHEMBL24828,P36897,KD,>,10000.0,NM
4517520,CHEMBL24828,P36897,KD,>,10000.0,NM
4517521,CHEMBL24828,P36896,KD,>,10000.0,NM
4517523,CHEMBL24828,P36896,KD,>,10000.0,NM
4517524,CHEMBL24828,P36894,KD,>,10000.0,NM
4517525,CHEMBL24828,P36894,KD,>,10000.0,NM
4517526,CHEMBL24828,P36888,KD,=,560.0,NM
4517527,CHEMBL24828,P36888,KD,=,830.0,NM
4517528,CHEMBL24828,P36888,KD,=,1800.0,NM
4517529,CHEMBL24828,P36888,KD,=,190.0,NM
4517530,CHEMBL24828,P36888,KD,=,1200.0,NM
